Tweet Id,Date,Hour,User Name,Nickname,Bio,Tweet content,Favs,RTs,Latitude,Longitude,Country,Place (as appears on Bio),Profile picture,Followers,Following,Listed,Tweet language (ISO 639-1),Tweet Url,Is a RT,Original Tweet User Name,User Mentions,Hashtags,Symbols,Media,URLs,cleaned_tweets,Compound,Positive,Negative,Neutral
743021277988958208,2016-06-15,10:04,bored2tears,bored2tears,"Trader interested in breaking stocks, CRE, economy, forex, media, metals and politics news. Pop culture and sports fan. Actionable information, in context.","#VR hardware is here, but robust game lineup isn’t. https://t.co/2himdl5vxI $EA $MSFT $SNE #E3 #tech https://t.co/mHoyRvQthn",1.0,,47.50012,-120.50147,US,"Washington, DC",http://pbs.twimg.com/profile_images/681352564743352320/W8mj_I2h_normal.jpg,5172.0,515.0,923.0,en,http://www.twitter.com/bored2tears/status/743021277988958208,False,,,"#VR,#E3,#tech","$EA,$MSFT,$SNE",http://pbs.twimg.com/media/Ck-96cBXIAAkT4I.jpg,http://twitthat.com/2u1G2,"#VR hardware is here, but robust game lineup isn’t. $EA $MSFT $SNE #E3 #tech",0.4767,0.193,0.0,0.807
743000607397679104,2016-06-15,08:42,Ken Edwards,kenedwards_ken,,"OVAS Pacific Biosciences of California Inc. Exchange
https://t.co/VeHGAIzbbs

$OVAS $QRVO $EA $TMF  #invest #stock",,,,,,,http://pbs.twimg.com/profile_images/697341528805498880/TFSWHpWM_normal.jpg,71.0,40.0,32.0,en,http://www.twitter.com/kenedwards_ken/status/743000607397679104,False,,,"#invest,#stock","$OVAS,$QRVO,$EA,$TMF",,http://dlvr.it/LZ2VxG,OVAS Pacific Biosciences of California Inc. Exchange $OVAS $QRVO $EA $TMF #invest #stock,0.0,0.0,0.0,1.0
742994939777286144,2016-06-15,08:19,Abu Sofyan Pabitjara,APabitjara,,"$EA Rf xcw€•£*cc. Ze,*$*3,r#43€•¢t,😠°==™©•√",,,,,,,http://pbs.twimg.com/profile_images/705125589208813568/v1n1-i3Q_normal.jpg,6.0,6.0,,es,http://www.twitter.com/APabitjara/status/742994939777286144,False,,,,$EA,,,"$EA Rf xcw€•£*cc. Ze,*$*3,r#43€•¢t,😠°==™©•√",0.0,0.0,0.0,1.0
742992053852852224,2016-06-15,08:08,JennaKingtin1978,kingtin1978,,"FXA CurrencyShares British Pound Sterling Trust Summary
https://t.co/izmw6jetQr

$FXA $IVOB $EA $HTS  #nasdaq #investing",,,,,,,http://pbs.twimg.com/profile_images/697279655913644032/nbIbA8Ui_normal.jpg,86.0,40.0,37.0,en,http://www.twitter.com/kingtin1978/status/742992053852852224,False,,,"#nasdaq,#investing","$FXA,$IVOB,$EA,$HTS",,http://dlvr.it/LZ1qTL,FXA CurrencyShares British Pound Sterling Trust Summary $FXA $IVOB $EA $HTS #nasdaq #investing,0.5106,0.216,0.0,0.784
742985503641894913,2016-06-15,07:42,ezzmoney2day,ezzmoney2day,,"CBT Cabot Corp. Yield
https://t.co/0kL5KBx2QD

$CBT $EA $SQQQ $HXU.TO  #stockmarket #nasdaq",,,,,,,http://pbs.twimg.com/profile_images/696877689475620864/yXSwYu8w_normal.jpg,58.0,40.0,38.0,en,http://www.twitter.com/ezzmoney2day/status/742985503641894913,False,,,"#stockmarket,#nasdaq","$CBT,$EA,$SQQQ,$HXU.TO",,http://dlvr.it/LZ1NHQ,CBT Cabot Corp. Yield $CBT $EA $SQQQ $HXU.TO #stockmarket #nasdaq,0.0,0.0,0.0,1.0
742979880904753153,2016-06-15,07:19,~~,moistlavender_,,Listen to $teelakejake - G$U$ $EA$UN - 05 Is It Real (prod. Seno) by $teelakejake #np on #SoundCloud https://t.co/r7t38dy3DF,,,,,,,http://pbs.twimg.com/profile_images/742985806659354624/IS4YxS_i_normal.jpg,13.0,4.0,,en,http://www.twitter.com/moistlavender_/status/742979880904753153,False,,,"#np,#SoundCloud",$EA,,https://soundcloud.com/steelakejake/teelakejake-gu-eaun-05-is-it-real-prod-seno,Listen to $teelakejake - G$U$ $EA$UN - 05 Is It Real (prod. Seno) by $teelakejake #np on #SoundCloud,0.0,0.0,0.0,1.0
742978721703944193,2016-06-15,07:15,Stakepool,StakepoolCom,"Join us on Teamspeak https://t.co/W5Ge1ck7Zj - A Voice-Community for chart-watchers, investors & traders. New members are welcome!","RT @jaytrades16: PFE PennyMac Mortgage Investment Trust E.P.S.
https://t.co/QBgPxivreJ

$PFE $EA $LABD $WTI  #invest #stockmarket",,1.0,53.958,-1.083,GB,"New York, NY",http://pbs.twimg.com/profile_images/728434717087825922/27P9cOhq_normal.jpg,28167.0,6.0,209.0,de,http://www.twitter.com/StakepoolCom/status/742978721703944193,True,@jaytrades16,@jaytrades16,"#invest,#stockmarket","$PFE,$EA,$LABD,$WTI",,http://dlvr.it/LZ0Hcs,PFE PennyMac Mortgage Investment Trust E.P.S. $PFE $EA $LABD $WTI #invest #stockmarket,0.5106,0.231,0.0,0.769
742970253660000257,2016-06-15,06:41,FinSentS NASDAQ,FinSentS_NASDAQ,Stock Sentiment Analysis for NASDAQ,$EA:US Electronic Arts Follows Activision Into E-Sports #ELECTRONIC ARTS INC  https://t.co/Ji72Ke0cEA #NASDAQ,,,53.958,-1.083,GB,New York,http://pbs.twimg.com/profile_images/526415360572915713/9oLTZbM5_normal.jpeg,2767.0,279.0,215.0,en,http://www.twitter.com/FinSentS_NASDAQ/status/742970253660000257,False,,,"#ELECTRONIC,#NASDAQ",$EA,,http://tinyurl.com/grkmg6o,$EA:US Electronic Arts Follows Activision Into E-Sports #ELECTRONIC ARTS INC #NASDAQ,0.0,0.0,0.0,1.0
742969781234585600,2016-06-15,06:39,jaytrades16,jaytrades16,,"PFE PennyMac Mortgage Investment Trust E.P.S.
https://t.co/QBgPxivreJ

$PFE $EA $LABD $WTI  #invest #stockmarket",,1.0,,,,,http://pbs.twimg.com/profile_images/696874363748904960/3pidKUlk_normal.jpg,60.0,40.0,34.0,de,http://www.twitter.com/jaytrades16/status/742969781234585600,False,,,"#invest,#stockmarket","$PFE,$EA,$LABD,$WTI",,http://dlvr.it/LZ0Hcs,PFE PennyMac Mortgage Investment Trust E.P.S. $PFE $EA $LABD $WTI #invest #stockmarket,0.5106,0.231,0.0,0.769
742960490314399744,2016-06-15,06:02,Clark Joseph Kent,JorelLaraKalel,"Marvel, DC, Pixar, Disney, SD Comic-Con, Superman, Stocks, Options",@EA CEO Day Is Coming When Driving $TSLA in Real Life Can Get You Points in Video Games $EA https://t.co/yKGwGL2apa https://t.co/RHXCXtMPkR,,,,,,,http://pbs.twimg.com/profile_images/459575613754310656/qtxdENZ4_normal.jpeg,2823.0,3184.0,80.0,en,http://www.twitter.com/JorelLaraKalel/status/742960490314399744,False,,@EA,,"$TSLA,$EA",,"http://bit.ly/1Pt3xhO,http://bit.ly/TTSE3",CEO Day Is Coming When Driving $TSLA in Real Life Can Get You Points in Video Games $EA,0.0,0.0,0.0,1.0
742959335186309121,2016-06-15,05:58,jaytrades16,jaytrades16,,"EA Direxion Daily Emerging Markets Bull 3x Shares Day Low
https://t.co/HWFkIh2Gx8

$EA $UA $FCX $DIS  #nasdaq #share",,,,,,,http://pbs.twimg.com/profile_images/696874363748904960/3pidKUlk_normal.jpg,60.0,40.0,34.0,en,http://www.twitter.com/jaytrades16/status/742959335186309121,False,,,"#nasdaq,#share","$EA,$UA,$FCX,$DIS",,http://dlvr.it/LYzcQn,EA Direxion Daily Emerging Markets Bull 3x Shares Day Low $EA $UA $FCX $DIS #nasdaq #share,0.0258,0.12,0.115,0.765
742956439547826176,2016-06-15,05:46,Ken Edwards,kenedwards_ken,,"BTE.TO B2Gold Corp. Filings
https://t.co/8SBJxnLo8L

$BTE.TO $GBSN $CYS $EA  #investing #share",,,,,,,http://pbs.twimg.com/profile_images/697341528805498880/TFSWHpWM_normal.jpg,71.0,40.0,32.0,en,http://www.twitter.com/kenedwards_ken/status/742956439547826176,False,,,"#investing,#share","$BTE.TO,$GBSN,$CYS,$EA",,http://dlvr.it/LYzRfn,BTE.TO B2Gold Corp. Filings $BTE.TO $GBSN $CYS $EA #investing #share,0.0,0.0,0.0,1.0
742955077351116800,2016-06-15,05:41,bn201612,bn201612,,"AWK Alibaba Group Holding Ltd. Filings
https://t.co/siHHymgJyj

$AWK $IYT $SCWX $EA  #stocks #tradeideas",,,,,,,http://pbs.twimg.com/profile_images/697238766193352704/xlcdrsl__normal.jpg,59.0,40.0,29.0,en,http://www.twitter.com/bn201612/status/742955077351116800,False,,,"#stocks,#tradeideas","$AWK,$IYT,$SCWX,$EA",,http://dlvr.it/LYzNT9,AWK Alibaba Group Holding Ltd. Filings $AWK $IYT $SCWX $EA #stocks #tradeideas,0.0,0.0,0.0,1.0
742954620499177472,2016-06-15,05:39,Bluestone Financial,bluestonefinanz,Great Investment Ideas Do Not Necessarily Represent Investment Advise,RT @GerberKawasaki: This is what will make #VR explode. Sony could have a big winner here. $sne $atvi $ea #videogames  https://t.co/ahKcPiw…,,4.0,,,,,http://pbs.twimg.com/profile_images/613145084926783488/5Ditc3i2_normal.jpg,290.0,2155.0,32.0,en,http://www.twitter.com/bluestonefinanz/status/742954620499177472,True,@GerberKawasaki,@GerberKawasaki,"#VR,#videogames","$sne,$atvi,$ea",,https://twitter.com/businessinsider/status/742702182676451328,This is what will make #VR explode. Sony could have a big winner here. $sne $atvi $ea #videogames …,0.5859,0.192,0.0,0.808
742951320202711040,2016-06-15,05:26,Bluestone Financial,bluestonefinanz,Great Investment Ideas Do Not Necessarily Represent Investment Advise,RT @sonycomeback: $SNE Sony brings big guns to virtual reality at game expo- Nikkei Asian Review https://t.co/uViRjZxc0j $CMCSA $AAPL $FB $…,,1.0,,,,,http://pbs.twimg.com/profile_images/613145084926783488/5Ditc3i2_normal.jpg,289.0,2155.0,32.0,en,http://www.twitter.com/bluestonefinanz/status/742951320202711040,True,@sonycomeback,@sonycomeback,,"$SNE,$CMCSA,$AAPL,$FB,$MSFT,$EA,$LMCA,$TWX",,http://s.nikkei.com/1UxVMZt,$SNE Sony brings big guns to virtual reality at game expo- Nikkei Asian Review $CMCSA $AAPL $FB $…,0.0,0.0,0.0,1.0
742942475619323904,2016-06-15,04:51,masterofstocks2016,masterofstocks1,,"SSO ProShares Ultra S&amp;P500 Market Cap
https://t.co/MKpALqMRdb

$SSO $FVC $SCO $EA  #stocks #share",,,,,,,http://pbs.twimg.com/profile_images/697343113778442245/RBp6qHqH_normal.jpg,79.0,60.0,33.0,es,http://www.twitter.com/masterofstocks1/status/742942475619323904,False,,,"#stocks,#share","$SSO,$FVC,$SCO,$EA",,http://dlvr.it/LYyZww,SSO ProShares Ultra S&amp;P500 Market Cap $SSO $FVC $SCO $EA #stocks #share,0.0,0.0,0.0,1.0
742931270523625473,2016-06-15,04:06,Sony #TheOneandOnly,sonycomeback,Sony is back and stronger! Business & Finance,$SNE Sony brings big guns to virtual reality at game expo- Nikkei Asian Review https://t.co/uViRjZxc0j $CMCSA $AAPL $FB $MSFT $EA $LMCA $TWX,1.0,1.0,,,,,http://pbs.twimg.com/profile_images/734905658147897349/eUagHdXO_normal.jpg,413.0,3571.0,9.0,en,http://www.twitter.com/sonycomeback/status/742931270523625473,False,,,,"$SNE,$CMCSA,$AAPL,$FB,$MSFT,$EA,$LMCA,$TWX",,http://s.nikkei.com/1UxVMZt,$SNE Sony brings big guns to virtual reality at game expo- Nikkei Asian Review $CMCSA $AAPL $FB $MSFT $EA $LMCA $TWX,0.0,0.0,0.0,1.0
742928132236185600,2016-06-15,03:54,Ken Edwards,kenedwards_ken,,"EA Electronic Arts, Inc. Open
https://t.co/MNt2RO7YiV

$EA $SVXY $WTI $CYS  #stockmarket #stock",,,,,,,http://pbs.twimg.com/profile_images/697341528805498880/TFSWHpWM_normal.jpg,71.0,40.0,32.0,en,http://www.twitter.com/kenedwards_ken/status/742928132236185600,False,,,"#stockmarket,#stock","$EA,$SVXY,$WTI,$CYS",,http://dlvr.it/LYxhRZ,"EA Electronic Arts, Inc. Open $EA $SVXY $WTI $CYS #stockmarket #stock",0.0,0.0,0.0,1.0
742921836141412352,2016-06-15,03:29,Breaking News,newswelldone,News as it happens,"$EA:

EA Turns To Competitive Video Gaming For Growth:

https://t.co/dQIQJG6ZYI",,,,,,,http://pbs.twimg.com/profile_images/544036701056684032/FY2Xgs7b_normal.jpeg,591.0,,116.0,en,http://www.twitter.com/newswelldone/status/742921836141412352,False,,,,$EA,,http://www.StockNewsWires.com/2016/06/14/ea-ea-turns-to-competitive-video-gaming-for-growth/,$EA: EA Turns To Competitive Video Gaming For Growth:,0.5106,0.381,0.0,0.619
742921292651724800,2016-06-15,03:26,Tech Stocks,SAlphaTech,Breaking news and analysis about tech stocks from Seeking Alpha. See all SA Twitter options at https://t.co/nzLmsIKexy,EA Turns To Competitive Video Gaming For Growth https://t.co/iV3SIQczbi $AVTI $EA,,,,,,,http://pbs.twimg.com/profile_images/562221086536785921/0GCwkfuV_normal.png,3699.0,30.0,211.0,en,http://www.twitter.com/SAlphaTech/status/742921292651724800,False,,,,"$AVTI,$EA",,http://seekingalpha.com/article/3982076-ea-turns-competitive-video-gaming-growth?source=twitter_salphatech,EA Turns To Competitive Video Gaming For Growth $AVTI $EA,0.5106,0.35,0.0,0.65
742909638622859265,2016-06-15,02:40,stockfollower4u,stockfollower4u,,"RLYP Relypsa, Inc. Dividend
https://t.co/MC8X2xBZkk

$RLYP $SDS $GPRO $EA  #tradeideas #stocks",,,,,,,http://pbs.twimg.com/profile_images/696876087222083584/VOaYPhqo_normal.jpg,73.0,40.0,31.0,es,http://www.twitter.com/stockfollower4u/status/742909638622859265,False,,,"#tradeideas,#stocks","$RLYP,$SDS,$GPRO,$EA",,http://dlvr.it/LYwh00,"RLYP Relypsa, Inc. Dividend $RLYP $SDS $GPRO $EA #tradeideas #stocks",0.0,0.0,0.0,1.0
742905788230959104,2016-06-15,02:25,$HŌ̂ṦHṎ² ♯,solaoni,@Jack betch@ cant figure out which Avenger is which..@@ ThisLooksLikeAJob4$pider-Man! If U can't find someone: Just open ur @imf eyes! https://t.co/1zjiEgZ2Nt,"I bought a bag of $ea $alt cracker chips @BP_plc and&amp;+ when I opened my driver'$ $ide wind they quickly vacated vehicle, thanks @KelloggsUS",,,,,,,http://pbs.twimg.com/profile_images/741394142635249674/4VMlpwrz_normal.jpg,128.0,241.0,11.0,en,http://www.twitter.com/solaoni/status/742905788230959104,False,,"@BP_plc,@KelloggsUS",,"$ea,$alt,$ide",,,"I bought a bag of $ea $alt cracker chips and&amp;+ when I opened my driver'$ $ide wind they quickly vacated vehicle, thanks",0.4404,0.139,0.0,0.861
742899638680858624,2016-06-15,02:00,Jacob Ward,jacobward_11,A creative monkey seeking the inner working of life and exploring all that is yet to be explored.,"RT @intowin2017: ERY Direxion Daily Energy Bear 3x Shares Last Trade
https://t.co/yCKUWPBgv0

$ERY $EA $EDC $GOOGL  #tradeideas #stocks",,1.0,41.05343,-73.53873,US,"Stamford, CT",http://pbs.twimg.com/profile_images/733031007683633152/nwJU5Pwg_normal.jpg,966.0,6.0,417.0,en,http://www.twitter.com/jacobward_11/status/742899638680858624,True,@intowin2017,@intowin2017,"#tradeideas,#stocks","$ERY,$EA,$EDC,$GOOGL",,http://dlvr.it/LYw3Dv,ERY Direxion Daily Energy Bear 3x Shares Last Trade $ERY $EA $EDC $GOOGL #tradeideas #stocks,0.5106,0.249,0.0,0.751
742899189592383488,2016-06-15,01:59,bn201612,bn201612,,"BLUE Company Info
See Here ---&gt; https://t.co/jgxDxALyIB

$BLUE $MCRI $EA #stocks",,,,,,,http://pbs.twimg.com/profile_images/697238766193352704/xlcdrsl__normal.jpg,59.0,40.0,29.0,en,http://www.twitter.com/bn201612/status/742899189592383488,False,,,#stocks,"$BLUE,$MCRI,$EA",,http://dlvr.it/LYw3fy,BLUE Company Info See Here ---&gt; $BLUE $MCRI $EA #stocks,0.0,0.0,0.0,1.0
742898934134116352,2016-06-15,01:58,intowin2017,intowin2017,,"ERY Direxion Daily Energy Bear 3x Shares Last Trade
https://t.co/yCKUWPBgv0

$ERY $EA $EDC $GOOGL  #tradeideas #stocks",,1.0,,,,,http://pbs.twimg.com/profile_images/697240635426918400/AydHhxNw_normal.jpg,55.0,39.0,36.0,en,http://www.twitter.com/intowin2017/status/742898934134116352,False,,,"#tradeideas,#stocks","$ERY,$EA,$EDC,$GOOGL",,http://dlvr.it/LYw3Dv,ERY Direxion Daily Energy Bear 3x Shares Last Trade $ERY $EA $EDC $GOOGL #tradeideas #stocks,0.5106,0.249,0.0,0.751
